nobel year,firstname,lastname,category,gender,motivation,birth_country,birth_country_code,death_date,death_country,death_country_code,organization_name,organization_country,age,birth_year,alpha-3
1929,Louis,de Broglie,physics,male,"""for his discovery of the wave nature of electrons""",France,FR,19-03-1987,France,FR,Sorbonne University Institut Henri Poincaré,France,37,1892,FRA
1929,Thomas,Mann,literature,male,"""principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature""",Germany,DE,12/8/1955,Switzerland,CH,,,54,1875,DEU
1929,Sir Frederick,Hopkins,medicine,male,"""for his discovery of the growth-stimulating vitamins""",United Kingdom,GB,16-05-1947,United Kingdom,GB,University of Cambridge,United Kingdom,68,1861,GBR
1929,Frank B.,Kellogg,peace,male,"""for his crucial role in bringing about the Briand-Kellogg Pact""",USA,US,21-12-1937,USA,US,,,73,1856,USA
1930,Sinclair,Lewis,literature,male,"""for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters""",USA,US,10/1/1951,Italy,IT,,,45,1885,USA
1930,Karl,Landsteiner,medicine,male,"""for his discovery of human blood groups""",Austria,AT,26-06-1943,USA,US,Rockefeller Institute for Medical Research,USA,62,1868,AUT
1930,Hans,Fischer,chemistry,male,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",Germany,DE,31-03-1945,Germany,DE,Technische Hochschule (Institute of Technology),Germany,49,1881,DEU
1930,Nathan,Söderblom,peace,male,"""for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'""",Sweden,SE,12/7/1931,Sweden,SE,,,64,1866,SWE
1930,Sir Chandrasekhara Venkata,Raman,physics,male,"""for his work on the scattering of light and for the discovery of the effect named after him""",India,IN,21-11-1970,India,IN,Calcutta University,India,42,1888,IND
1931,Otto,Warburg,medicine,male,"""for his discovery of the nature and mode of action of the respiratory enzyme""",Germany,DE,1/8/1970,West Germany (now Germany),DE,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Germany,48,1883,DEU
1931,Carl,Bosch,chemistry,male,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",Germany,DE,26-04-1940,Germany,DE,University of Heidelberg,Germany,57,1874,DEU
1931,Friedrich,Bergius,chemistry,male,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",Poland,PL,30-03-1949,Argentina,AR,University of Heidelberg,Germany,47,1884,POL
1931,Erik Axel,Karlfeldt,literature,male,"""The poetry of Erik Axel Karlfeldt""",Sweden,SE,8/4/1931,Sweden,SE,,,67,1864,SWE
1931,Jane,Addams,peace,female,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",USA,US,21-05-1935,USA,US,,,71,1860,USA
1931,Nicholas Murray,Butler,peace,male,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",USA,US,7/12/1947,USA,US,Columbia University,USA,69,1862,USA
1932,Edgar,Adrian,medicine,male,"""for their discoveries regarding the functions of neurons""",United Kingdom,GB,8/8/1977,United Kingdom,GB,University of Cambridge,United Kingdom,43,1889,GBR
1932,Sir Charles,Sherrington,medicine,male,"""for their discoveries regarding the functions of neurons""",United Kingdom,GB,4/3/1952,United Kingdom,GB,University of Oxford,United Kingdom,75,1857,GBR
1932,Werner,Heisenberg,physics,male,"""for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen""",Germany,DE,1/2/1976,West Germany (now Germany),DE,Leipzig University,Germany,31,1901,DEU
1932,John,Galsworthy,literature,male,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",United Kingdom,GB,31-01-1933,United Kingdom,GB,,,65,1867,GBR
1932,Irving,Langmuir,chemistry,male,"""for his discoveries and investigations in surface chemistry""",USA,US,16-08-1957,USA,US,General Electric Company,USA,51,1881,USA
1933,Paul A.M.,Dirac,physics,male,"""for the discovery of new productive forms of atomic theory""",United Kingdom,GB,20-10-1984,USA,US,University of Cambridge,United Kingdom,31,1902,GBR
1933,Erwin,Schrödinger,physics,male,"""for the discovery of new productive forms of atomic theory""",Austria,AT,4/1/1961,Austria,AT,Berlin University,Germany,46,1887,AUT
1933,Sir Norman,Angell,peace,male,"""for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace""",United Kingdom,GB,7/10/1967,United Kingdom,GB,,,61,1872,GBR
1933,Thomas H.,Morgan,medicine,male,"""for his discoveries concerning the role played by the chromosome in heredity""",USA,US,4/12/1945,USA,US,California Institute of Technology (Caltech),USA,67,1866,USA
1933,Ivan,Bunin,literature,male,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",Russia,RU,8/11/1953,France,FR,,,63,1870,RUS
1934,George H.,Whipple,medicine,male,"""for their discoveries concerning liver therapy in cases of anaemia""",USA,US,1/2/1976,USA,US,University of Rochester,USA,56,1878,USA
1934,Harold C.,Urey,chemistry,male,"""for his discovery of heavy hydrogen""",USA,US,5/1/1981,USA,US,Columbia University,USA,41,1893,USA
1934,Luigi,Pirandello,literature,male,"""for his bold and ingenious revival of dramatic and scenic art""",Italy,IT,10/12/1936,Italy,IT,,,67,1867,ITA
1934,George R.,Minot,medicine,male,"""for their discoveries concerning liver therapy in cases of anaemia""",USA,US,25-02-1950,USA,US,Harvard University,USA,49,1885,USA
1934,William P.,Murphy,medicine,male,"""for their discoveries concerning liver therapy in cases of anaemia""",USA,US,9/10/1987,USA,US,Harvard University,USA,42,1892,USA
1934,Arthur,Henderson,peace,male,"""for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34""",Scotland,GB,20-10-1935,United Kingdom,GB,,,71,1863,GBR
1935,Frédéric,Joliot,chemistry,male,"""in recognition of their synthesis of new radioactive elements""",France,FR,14-08-1958,France,FR,Institut du Radium,France,35,1900,FRA
1935,Irène,Joliot-Curie,chemistry,female,"""in recognition of their synthesis of new radioactive elements""",France,FR,17-03-1956,France,FR,Institut du Radium,France,38,1897,FRA
1935,James,Chadwick,physics,male,"""for the discovery of the neutron""",United Kingdom,GB,24-07-1974,United Kingdom,GB,Liverpool University,United Kingdom,44,1891,GBR
1935,Hans,Spemann,medicine,male,"""for his discovery of the organizer effect in embryonic development""",Germany,DE,12/9/1941,Germany,DE,University of Freiburg im Breisgau,Germany,66,1869,DEU
1935,Carl,von Ossietzky,peace,male,"""for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace""",Germany,DE,4/5/1938,Germany,DE,,,46,1889,DEU
1936,Peter,Debye,chemistry,male,"""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""",the Netherlands,NL,2/11/1966,USA,US,Berlin University,Germany,52,1884,NLD
1936,Otto,Loewi,medicine,male,"""for their discoveries relating to chemical transmission of nerve impulses""",Germany,DE,25-12-1961,USA,US,Graz University,Austria,63,1873,DEU
1936,Victor F.,Hess,physics,male,"""for his discovery of cosmic radiation""",Austria,AT,17-12-1964,USA,US,Innsbruck University,Austria,53,1883,AUT
1936,Sir Henry,Dale,medicine,male,"""for their discoveries relating to chemical transmission of nerve impulses""",United Kingdom,GB,23-07-1968,United Kingdom,GB,National Institute for Medical Research,United Kingdom,61,1875,GBR
1936,Carl D.,Anderson,physics,male,"""for his discovery of the positron""",USA,US,11/1/1991,USA,US,California Institute of Technology (Caltech),USA,31,1905,USA
1936,Carlos,Saavedra Lamas,peace,male,"""for his role as father of the Argentine Antiwar Pact of 1933 which he also used as a means to mediate peace between Paraguay and Bolivia in 1935""",Argentina,AR,5/5/1959,Argentina,AR,,,58,1878,ARG
1936,Eugene,O'Neill,literature,male,"""for the power honesty and deep-felt emotions of his dramatic works which embody an original concept of tragedy""",USA,US,27-11-1953,USA,US,,,48,1888,USA
1937,George Paget,Thomson,physics,male,"""for their experimental discovery of the diffraction of electrons by crystals""",United Kingdom,GB,10/9/1975,United Kingdom,GB,London University,United Kingdom,45,1892,GBR
1937,Albert,Szent-Györgyi,medicine,male,"""for his discoveries in connection with the biological combustion processes with special reference to vitamin C and the catalysis of fumaric acid""",Hungary,HU,22-10-1986,USA,US,Szeged University,Hungary,44,1893,HUN
1937,Norman,Haworth,chemistry,male,"""for his investigations on carbohydrates and vitamin C""",United Kingdom,GB,19-03-1950,United Kingdom,GB,Birmingham University,United Kingdom,54,1883,GBR
1937,Clinton,Davisson,physics,male,"""for their experimental discovery of the diffraction of electrons by crystals""",USA,US,1/2/1958,USA,US,Bell Telephone Laboratories,USA,56,1881,USA
1937,Robert,Cecil,peace,male,"""for his tireless effort in support of the League of Nations disarmament and peace""",United Kingdom,GB,24-11-1958,United Kingdom,GB,,,73,1864,GBR
1937,Roger,Martin du Gard,literature,male,"""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>""",France,FR,22-08-1958,France,FR,,,56,1881,FRA
1937,Paul,Karrer,chemistry,male,"""for his investigations on carotenoids flavins and vitamins A and B2""",Russia,RU,18-06-1971,Switzerland,CH,University of Zurich,Switzerland,48,1889,RUS
1938,Enrico,Fermi,physics,male,"""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation and for his related discovery of nuclear reactions brought about by slow neutrons""",Italy,IT,28-11-1954,USA,US,Rome University,Italy,37,1901,ITA
1938,Richard,Kuhn,chemistry,male,"""for his work on carotenoids and vitamins""",Austria,AT,31-07-1967,West Germany (now Germany),DE,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Medizinische Forschung,Germany,38,1900,AUT
1938,Corneille,Heymans,medicine,male,"""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration""",Belgium,BE,18-07-1968,Belgium,BE,Ghent University,Belgium,46,1892,BEL
1938,Nansen International Office for Refugees,,peace,org,"""for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe""",,,0000-00-00,,,,,17,1921,NAM
1938,Pearl,Buck,literature,female,"""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""",USA,US,6/3/1973,USA,US,,,46,1892,USA
1939,Gerhard,Domagk,medicine,male,"""for the discovery of the antibacterial effects of prontosil""",Poland,PL,24-04-1964,West Germany (now Germany),DE,Munster University,Germany,44,1895,POL
1939,Ernest,Lawrence,physics,male,"""for the invention and development of the cyclotron and for results obtained with it especially with regard to artificial radioactive elements""",USA,US,27-08-1958,USA,US,University of California,USA,38,1901,USA
1939,Leopold,Ruzicka,chemistry,male,"""for his work on polymethylenes and higher terpenes""",Croatia,HR,26-09-1976,Switzerland,CH,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland,52,1887,HRV
1939,Adolf,Butenandt,chemistry,male,"""for his work on sex hormones""",Germany,DE,18-01-1995,Germany,DE,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Germany,36,1903,DEU
1939,Frans Eemil,Sillanpää,literature,male,"""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""",Finland,FI,3/6/1964,Finland,FI,,,51,1888,FIN
1943,Henrik,Dam,medicine,male,"""for his discovery of vitamin K""",Denmark,DK,17-04-1976,Denmark,DK,Polytechnic Institute,Denmark,48,1895,DNK
1943,Edward A.,Doisy,medicine,male,"""for his discovery of the chemical nature of vitamin K""",USA,US,23-10-1986,USA,US,Saint Louis University,USA,50,1893,USA
1943,George,de Hevesy,chemistry,male,"""for his work on the use of isotopes as tracers in the study of chemical processes""",Hungary,HU,5/7/1966,West Germany (now Germany),DE,Stockholm University,Sweden,58,1885,HUN
1943,Otto,Stern,physics,male,"""for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton""",Poland,PL,17-08-1969,USA,US,Carnegie Institute of Technology,USA,55,1888,POL
